Date,Price_Oil,Price_Dollar,Price_Gold
12/15/14,87.18,81.06,"1,694.40"
12/14/14,87.74,81.08,"1,719.60"
12/13/14,88.28,81.03,"1,710.90"
12/12/14,87.38,81.03,"1,727.20"
12/11/14,86.75,80.79,"1,716.50"
12/10/14,89.28,80.76,"1,742.20"
12/9/14,86.67,80.61,"1,749.50"
12/8/14,85.45,80.75,"1,751.30"
12/7/14,86.32,80.59,"1,727.90"
12/6/14,85.38,80.05,"1,723.20"
12/5/14,85.57,79.92,"1,734.00"
12/4/14,86.07,79.93,"1,714.30"
12/3/14,85.09,80.23,"1,713.30"
12/2/14,84.44,80.07,"1,729.50"
12/1/14,88.71,80.04,"1,724.20"
11/30/14,85.65,79.91,"1,730.30"
11/29/14,84.86,79.98,"1,730.30"
11/28/14,87.09,79.65,"1,725.40"
11/27/14,86.24,79.62,"1,713.20"
11/26/14,85.68,79.37,"1,714.10"
11/25/14,85.54,79.02,"1,682.20"
11/24/14,86.28,79.41,"1,674.10"
11/23/14,86.05,79.74,"1,714.10"
11/22/14,85.73,79.67,"1,717.50"
11/21/14,86.67,79.78,"1,710.50"
11/20/14,88.73,79.92,"1,707.70"
11/19/14,90.05,79.95,"1,710.90"
11/18/14,92.1,79.54,"1,712.00"
11/17/14,92.12,79.34,"1,700.50"
11/16/14,92.09,79.35,"1,708.30"
11/15/14,91.85,79.97,"1,725.10"
11/14/14,91.86,79.74,"1,722.80"
11/13/14,92.07,79.82,"1,743.30"
11/12/14,91.25,79.94,"1,751.50"
11/11/14,92.39,79.55,"1,744.70"
11/10/14,89.33,79.89,"1,736.00"
11/9/14,89.88,79.55,"1,758.00"
11/8/14,91.71,79.52,"1,768.80"
11/7/14,88.14,79.33,"1,763.20"
11/6/14,91.89,79.41,"1,763.00"
11/5/14,92.48,79.06,"1,773.50"
11/4/14,92.19,79.25,"1,778.60"
11/3/14,91.85,79.01,"1,794.10"
11/2/14,89.98,78.85,"1,777.30"
11/1/14,91.37,79.26,"1,772.70"
10/31/14,91.93,79.74,"1,780.50"
10/30/14,92.89,79.86,"1,771.10"
10/29/14,91.87,80.25,"1,777.60"
10/28/14,91.98,80.25,"1,750.60"
10/27/14,95.29,81.04,"1,763.80"
10/26/14,96.62,81.23,"1,762.10"
10/25/14,99,81.31,"1,775.50"
10/24/14,98.31,81.21,"1,767.70"
10/23/14,97.01,81.21,"1,769.00"
10/22/14,97.17,81.69,"1,768.40"
10/21/14,96.54,81.55,"1,767.70"
10/20/14,96.42,81.37,"1,769.80"
10/19/14,95.53,81.66,"1,769.10"
10/18/14,95.36,81.59,"1,730.60"
10/17/14,95.3,81.36,"1,731.80"
10/16/14,96.47,81.49,"1,728.70"
10/15/14,94.62,81.91,"1,737.50"
10/14/14,95.49,82.46,"1,702.60"
10/13/14,96.33,82.6,"1,690.80"
10/12/14,95.47,82.36,"1,692.90"
10/11/14,96.15,82.64,"1,684.60"
10/10/14,96.27,82.48,"1,653.50"
10/9/14,97.26,82.44,"1,659.80"
10/8/14,96.68,82.55,"1,666.50"
10/7/14,95.97,82.64,"1,672.40"
10/6/14,96.01,82.39,"1,669.80"
10/5/14,95.6,82.21,"1,669.60"
10/4/14,94.33,82.27,"1,637.40"
10/3/14,93.43,82.38,"1,639.90"
10/2/14,92.73,83.36,"1,620.10"
10/1/14,92.87,83.06,"1,616.30"
9/30/14,93.36,82.64,"1,616.10"
9/29/14,93.35,82.79,"1,603.70"
9/28/14,93.67,82.71,"1,599.40"
9/27/14,92.2,82.81,"1,609.60"
9/26/14,91.4,83.52,"1,619.70"
9/25/14,87.13,84,"1,617.10"
9/24/14,88.91,83.71,"1,612.90"
9/23/14,88.06,83.48,"1,609.70"
9/22/14,89.78,82.88,"1,612.90"
9/21/14,90.13,83.07,"1,606.00"
9/20/14,89.39,83.03,"1,587.40"
9/19/14,88.97,83.1,"1,603.70"
9/18/14,88.5,83.35,"1,610.50"
9/17/14,88.14,83.66,"1,619.70"
9/16/14,91.44,83.57,"1,617.90"
9/15/14,92.66,83.4,"1,615.00"
9/14/14,89.87,83.16,"1,608.00"
9/13/14,89.22,83.38,"1,576.00"
9/12/14,88.43,82.81,"1,577.10"
9/11/14,87.1,81.78,"1,582.50"
9/10/14,86.08,81.78,"1,580.10"
9/9/14,85.81,81.87,"1,570.40"
9/8/14,83.91,81.63,"1,589.10"
9/7/14,85.99,82.81,"1,591.20"
9/6/14,84.45,82.62,"1,591.60"
9/5/14,87.22,82.37,"1,564.90"
9/4/14,87.66,82.5,"1,575.20"
9/3/14,83.75,82.26,"1,579.30"
9/2/14,84.96,82.29,"1,588.60"
9/1/14,77.69,81.58,"1,578.40"
8/31/14,80.21,81.38,"1,608.90"
8/30/14,79.36,81.95,"1,621.30"
8/29/14,79.21,81.63,"1,597.20"
8/28/14,79.76,81.99,"1,603.50"
8/27/14,78.2,82.06,"1,549.70"
8/26/14,81.8,82.42,"1,577.50"
8/25/14,84.03,82.52,"1,574.00"
8/24/14,83.27,82.51,"1,587.50"
8/23/14,84.03,82.05,"1,566.00"
8/22/14,83.91,82.32,"1,564.50"
8/21/14,82.62,82.83,"1,614.80"
8/20/14,83.32,82.56,"1,622.20"
8/19/14,82.7,82.89,"1,625.70"
8/18/14,84.1,83.04,"1,627.00"
8/17/14,84.82,83.02,"1,618.40"
8/16/14,85.02,82.48,"1,618.10"
8/15/14,84.29,82.4,"1,612.70"
8/14/14,83.98,82.4,"1,595.50"
8/13/14,83.23,82.35,"1,590.10"
8/12/14,86.53,82.09,"1,586.60"
8/11/14,87.82,81.49,"1,632.80"
8/10/14,90.76,81.08,"1,615.20"
8/9/14,90.86,81.29,"1,612.20"
8/8/14,90.66,81.38,"1,620.50"
8/7/14,89.9,81.37,"1,562.60"
8/6/14,91.66,81.22,"1,563.40"
8/5/14,92.57,80.61,"1,548.60"
8/4/14,91.48,80.26,"1,568.80"
8/3/14,92.56,80.11,"1,557.30"
8/2/14,92.81,80.08,"1,548.10"
8/1/14,93.98,79.74,"1,576.30"
7/31/14,94.78,79.6,"1,588.40"
7/30/14,96.13,79.5,"1,591.60"
7/29/14,97.08,79.22,"1,574.50"
7/28/14,96.81,79.13,"1,536.20"
7/27/14,97.01,78.86,"1,556.80"
7/26/14,97.94,78.78,"1,560.60"
7/25/14,98.49,78.71,"1,583.60"
7/24/14,102.54,78.92,"1,595.10"
7/23/14,105.22,79.01,"1,593.70"
7/22/14,106.16,79.22,"1,604.00"
7/21/14,104.87,79.42,"1,638.60"
7/20/14,104.93,79.19,"1,644.70"
7/19/14,104.55,79.56,"1,634.20"
7/18/14,104.12,79.54,"1,653.40"
7/17/14,103.55,79.48,"1,661.70"
7/16/14,103.11,79.56,"1,663.40"
7/15/14,103.05,79.89,"1,664.00"
7/14/14,102.27,79.28,"1,659.60"
7/13/14,102.67,79.8,"1,641.40"
7/12/14,104.2,79.89,"1,643.00"
7/11/14,102.93,79.73,"1,631.90"
7/10/14,102.83,79.89,"1,642.10"
7/9/14,103.64,80.08,"1,640.60"
7/8/14,102.7,79.78,"1,638.80"
7/7/14,101.02,79.48,"1,650.30"
7/6/14,102.46,78.82,"1,648.70"
7/5/14,103.31,79,"1,659.10"
7/4/14,101.47,79.19,"1,679.50"
7/3/14,104.01,79.13,"1,659.00"
7/2/14,105.23,79.05,"1,659.50"
7/1/14,103.02,78.98,"1,642.50"
6/30/14,102.78,79.34,"1,628.50"
6/29/14,105.41,79.74,"1,612.30"
6/28/14,107.33,79.66,"1,670.00"
6/27/14,107.03,79.59,"1,677.50"
6/26/14,106.87,79.79,"1,669.30"
6/25/14,105.35,79.79,"1,652.20"
6/24/14,107.27,80.15,"1,657.90"
6/23/14,105.61,80.56,"1,684.80"
6/22/14,108.09,80.19,"1,685.50"
6/21/14,107.06,79.89,"1,662.30"
6/20/14,105.11,80.04,"1,642.30"
6/19/14,105.43,79.14,"1,650.00"
6/18/14,106.71,79.71,"1,646.70"
6/17/14,106.34,79.87,"1,666.90"
6/16/14,107.4,79.3,"1,655.50"
6/15/14,106.58,79.4,"1,659.10"
6/14/14,106.16,78.79,"1,642.50"
6/13/14,104.7,78.74,"1,693.70"
6/12/14,106.72,78.27,"1,699.20"
6/11/14,106.7,78.57,"1,710.90"
6/10/14,108.84,78.35,"1,698.10"
6/9/14,107.07,78.82,"1,683.30"
6/8/14,106.55,79.21,"1,671.40"
6/7/14,108.56,79.04,"1,703.00"
6/6/14,109.77,79.33,"1,708.80"
6/5/14,107.83,79.33,"1,721.10"
6/4/14,106.28,79.35,"1,709.90"
6/3/14,105.84,79.67,"1,787.00"
6/2/14,103.24,79.58,"1,773.60"
6/1/14,102.31,78.95,"1,775.10"
5/31/14,101.8,79.11,"1,784.90"
5/30/14,100.74,78.57,"1,770.00"
5/29/14,100.91,78.64,"1,757.10"
5/28/14,98.67,78.58,"1,724.50"
5/27/14,99.84,79.07,"1,726.80"
5/26/14,98.71,78.92,"1,726.30"
5/25/14,98.41,78.99,"1,715.90"
5/24/14,96.91,78.92,"1,723.00"
5/23/14,97.84,79.29,"1,723.30"
5/22/14,96.36,79.17,"1,739.00"
5/21/14,97.61,78.9,"1,729.30"
5/20/14,98.48,79.39,"1,746.40"
5/19/14,98.78,79.58,"1,722.80"
5/18/14,99.56,79.87,"1,737.90"
5/17/14,99.7,79.78,"1,756.80"
5/16/14,99.4,80.22,"1,747.10"
5/15/14,98.95,80.22,"1,737.80"
5/14/14,99.58,80.61,"1,731.00"
5/13/14,98.46,81.18,"1,731.80"
5/12/14,100.39,81.52,"1,726.30"
5/11/14,100.59,81.52,"1,699.80"
5/10/14,100.71,80.77,"1,664.20"
5/9/14,98.7,81.35,"1,678.00"
5/8/14,99.1,80.81,"1,663.70"
5/7/14,100.87,81.05,"1,654.10"
5/6/14,102.24,81.25,"1,659.50"
5/5/14,101.31,80.94,"1,655.20"
5/4/14,101.56,80.13,"1,630.40"
5/3/14,101.81,79.61,"1,647.30"
5/2/14,103.22,80.18,"1,639.20"
5/1/14,102.96,80.18,"1,631.00"
4/30/14,98.83,80.49,"1,607.50"
4/29/14,99.65,80.5,"1,616.10"
4/28/14,99.36,79.8,"1,619.40"
4/27/14,101.34,79.93,"1,611.90"
4/26/14,99.68,79.93,"1,599.70"
4/25/14,99.53,79.96,"1,565.80"
4/24/14,98.67,80.02,"1,539.90"
4/23/14,97.22,79.88,"1,562.90"
4/22/14,93.88,80.25,"1,594.20"
4/21/14,93.53,80.26,"1,604.70"
4/20/14,93.87,80.32,"1,608.90"
4/19/14,94.95,80.59,"1,611.90"
4/18/14,100.14,80.24,"1,615.60"
4/17/14,97.77,79.53,"1,594.40"
4/16/14,99.41,78.63,"1,595.60"
4/15/14,98.34,78.83,"1,574.60"
4/14/14,100.49,78.48,"1,584.30"
4/13/14,101.28,78.5,"1,659.90"
4/12/14,100.99,78.57,"1,664.20"
4/11/14,100.96,78.62,"1,712.80"
4/10/14,100.2,78.33,"1,709.80"
4/9/14,100.36,78.38,"1,740.90"
4/8/14,99.79,79.01,"1,727.90"
4/7/14,98.21,79.26,"1,730.70"
4/6/14,96.77,79.69,"1,747.00"
4/5/14,96.17,79.14,"1,735.30"
4/4/14,98.01,79.14,"1,745.50"
4/3/14,96.92,78.27,"1,713.40"
4/2/14,97.41,78.3,"1,710.80"
4/1/14,98.82,78.06,"1,685.50"
3/31/14,102.59,78.28,"1,695.70"
3/30/14,99.37,78.02,"1,702.20"
3/29/14,98.14,77.87,"1,678.30"
3/28/14,98.99,77.57,"1,724.70"
3/27/14,97.78,76.94,"1,719.80"
3/26/14,95.74,77.74,"1,773.80"
3/25/14,96.8,77.93,"1,781.70"
3/24/14,95.52,76.59,"1,777.80"
3/23/14,94.26,76.96,"1,787.50"
3/22/14,94.07,76.96,"1,758.90"
3/21/14,92.51,76.67,"1,790.90"
3/20/14,92.19,77.02,"1,798.40"
3/19/14,93.19,77.26,"1,790.30"
3/18/14,93.32,76.17,"1,755.30"
3/17/14,93.96,75.07,"1,764.20"
3/16/14,90.2,74.88,"1,728.70"
3/15/14,93.17,76.25,"1,711.00"
3/14/14,91.27,76.12,"1,724.20"
3/13/14,87.4,76.03,"1,746.20"
3/12/14,85.3,76.39,"1,746.70"
3/11/14,86.11,76.97,"1,722.70"
3/10/14,88.34,77.11,"1,699.60"
3/9/14,86.38,77.14,"1,651.50"
3/8/14,86.8,77.15,"1,635.10"
3/7/14,84.23,76.62,"1,611.90"
3/6/14,85.57,77,"1,646.00"
3/5/14,85.81,76.99,"1,651.70"
3/4/14,85.41,77.58,"1,675.50"
3/3/14,82.98,77.49,"1,681.80"
3/2/14,82.59,78.73,"1,667.30"
3/1/14,79.68,78.63,"1,681.30"
2/28/14,75.67,78.92,"1,659.70"
2/27/14,77.61,79.6,"1,669.60"
2/26/14,79.2,79.43,"1,634.50"
2/25/14,82.14,78.55,"1,651.90"
2/24/14,81.21,78.03,"1,640.30"
2/23/14,84.45,77.85,"1,614.70"
2/22/14,80.24,77.51,"1,656.00"
2/21/14,79.85,78.36,"1,620.40"
2/20/14,80.51,78.5,"1,615.50"
2/19/14,85.92,78.45,"1,616.30"
2/18/14,86.89,77.34,"1,650.60"
2/17/14,85.7,77.02,"1,592.50"
2/16/14,87.96,77.15,"1,637.50"
2/15/14,89.4,76.6,"1,739.20"
2/14/14,88.91,76.24,"1,805.50"
2/13/14,90.21,76.83,"1,806.60"
2/12/14,88.19,76.92,"1,776.40"
2/11/14,87.24,77.58,"1,812.10"
2/10/14,89.05,77.19,"1,778.50"
2/9/14,89.34,76.25,"1,823.50"
2/8/14,86.02,75.47,"1,826.80"
2/7/14,86.45,75.95,"1,809.90"
2/6/14,88.93,75.11,"1,856.40"
2/5/14,88.81,74.76,"1,854.40"
2/4/14,88.9,74.48,"1,814.20"
2/3/14,87.27,74.12,"1,869.90"
2/2/14,85.37,73.95,"1,873.70"
2/1/14,85.3,73.72,"1,826.00"
1/31/14,85.16,73.81,"1,828.50"
1/30/14,85.44,74.28,"1,826.70"
1/29/14,84.12,74.01,"1,788.40"
1/28/14,82.26,73.89,"1,794.10"
1/27/14,82.38,74.07,"1,759.80"
1/26/14,87.58,74.01,"1,754.10"
1/25/14,86.65,74.24,"1,858.30"
1/24/14,87.88,73.67,"1,888.70"
1/23/14,85.38,74.01,"1,848.90"
1/22/14,85.72,73.84,"1,818.90"
1/21/14,82.89,74.61,"1,791.20"
1/20/14,79.3,74.68,"1,782.40"
1/19/14,81.31,74.64,"1,755.50"
1/18/14,86.88,74.61,"1,740.20"
1/17/14,86.63,74.79,"1,748.80"
1/16/14,91.93,74.6,"1,781.30"
1/15/14,93.79,75.12,"1,740.00"
1/14/14,94.89,74.04,"1,710.20"
1/13/14,95.7,74.51,"1,648.80"
1/12/14,97.44,74.26,"1,656.20"
1/11/14,97.4,73.9,"1,663.40"
1/10/14,99.59,74.22,"1,641.90"
1/9/14,99.2,74.09,"1,619.00"
1/8/14,99.87,73.47,"1,628.30"
1/7/14,99.13,74.06,"1,613.40"
1/6/14,98.14,74.2,"1,615.00"
1/5/14,97.5,74.02,"1,616.60"
1/4/14,95.93,74.79,"1,612.00"
1/3/14,97.24,75.22,"1,601.30"
1/2/14,95.69,75.48,"1,586.80"
1/1/14,98.05,75.13,"1,596.70"
12/31/13,97.43,75.25,"1,600.90"
12/30/13,95.15,75.21,"1,602.10"
12/29/13,96.2,75.81,"1,589.80"
12/28/13,98.67,75.99,"1,589.00"
12/27/13,96.65,75.18,"1,585.20"
12/26/13,96.89,74.96,"1,561.90"
12/25/13,94.94,75.12,"1,548.80"
12/24/13,95.42,74.69,"1,541.20"
12/23/13,94.77,74.28,"1,530.20"
12/22/13,92.89,74.35,"1,528.70"
12/21/13,90.61,74.3,"1,512.30"
12/20/13,91.16,74.69,"1,482.30"
12/19/13,91.02,75.06,"1,502.30"
12/18/13,95.41,75.39,"1,509.90"
12/17/13,93.4,75.67,"1,499.70"
12/16/13,93.26,75.45,"1,496.00"
12/15/13,93.01,74.78,"1,500.50"
12/14/13,94.95,74.54,"1,520.10"
12/13/13,94.81,75.03,"1,552.90"
12/12/13,99.37,74.99,"1,546.00"
12/11/13,97.3,75.75,"1,541.50"
12/10/13,99.29,75.6,"1,538.60"
12/9/13,101.93,74.33,"1,529.30"
12/8/13,100.74,74.51,"1,525.60"
12/7/13,99.09,74.8,"1,523.80"
12/6/13,99.01,74.19,"1,515.00"
12/5/13,100.22,73.93,"1,528.60"
12/4/13,100.4,73.52,"1,542.10"
12/3/13,100.29,73.95,"1,538.10"
12/2/13,102.7,73.78,"1,543.30"
12/1/13,100.59,74.33,"1,546.50"
11/30/13,100.23,74.68,"1,541.70"
11/29/13,101.32,74.64,"1,532.00"
11/28/13,99.59,74.96,"1,542.40"
11/27/13,97.7,74.95,"1,535.90"
11/26/13,99.49,75.55,"1,536.30"
11/25/13,98.44,75.93,"1,522.80"
11/24/13,100.1,75.88,"1,526.60"
11/23/13,96.91,76.1,"1,523.20"
11/22/13,97.37,75.44,"1,515.30"
11/21/13,99.65,75.12,"1,508.80"
11/20/13,98.97,75.47,"1,492.20"
11/19/13,98.21,75.4,"1,495.60"
11/18/13,103.88,75.47,"1,479.80"
11/17/13,102.55,75.76,"1,490.40"
11/16/13,97.18,75.24,"1,493.40"
11/15/13,99.8,75.33,"1,506.60"
11/14/13,109.24,74.61,"1,501.10"
11/13/13,111.05,74.74,"1,516.60"
11/12/13,113.52,74.84,"1,502.90"
11/11/13,113.93,74.19,"1,491.20"
11/10/13,112.86,73.03,"1,480.90"
11/9/13,112.76,73.14,"1,514.90"
11/8/13,112.21,72.95,"1,540.10"
11/7/13,112.28,72.93,"1,556.70"
11/6/13,112.29,73.12,"1,556.00"
11/5/13,111.45,73.52,"1,530.80"
11/4/13,108.15,73.84,"1,516.70"
11/3/13,107.12,73.99,"1,503.00"
11/2/13,109.66,74,"1,508.60"
11/1/13,108.11,74,"1,503.20"
10/31/13,107.11,74.37,"1,498.30"
10/30/13,106.25,75.03,"1,494.50"
10/29/13,109.92,75.5,"1,492.30"
10/28/13,112.79,74.83,"1,485.30"
10/27/13,110.3,74.69,"1,471.70"
10/26/13,108.83,74.98,"1,454.90"
10/25/13,108.34,74.85,"1,452.90"
10/24/13,108.47,75.06,"1,467.40"
10/23/13,107.94,75.07,"1,473.40"
10/22/13,106.72,75.58,"1,458.50"
10/21/13,104.27,75.51,"1,457.70"
10/20/13,104.79,75.88,"1,451.80"
10/19/13,103.98,75.91,"1,432.20"
10/18/13,105.4,75.83,"1,428.10"
10/17/13,105.6,75.86,"1,438.90"
10/16/13,105.75,76.12,"1,423.80"
10/15/13,104,76.25,"1,416.00"
10/14/13,102.33,76.13,"1,419.80"
10/13/13,101.07,76.22,"1,426.10"
10/12/13,101.42,75.66,"1,434.80"
10/11/13,97.98,75.79,"1,437.90"
10/10/13,97.18,75.41,"1,427.50"
10/9/13,101.19,75.4,"1,426.20"
10/8/13,101.16,75.72,"1,415.90"
10/7/13,102.7,76.04,"1,404.00"
10/6/13,104.38,76.68,"1,396.00"
10/5/13,105.02,76.33,"1,392.60"
10/4/13,105.44,76.35,"1,424.60"
10/3/13,104.42,76.78,"1,421.50"
10/2/13,101.91,77.28,"1,412.20"
10/1/13,102.23,76.72,"1,429.30"
9/30/13,99.63,76.8,"1,426.90"
9/29/13,96.97,76.5,"1,434.10"
9/28/13,97.88,76.4,"1,428.20"
9/27/13,97.28,76.48,"1,416.00"
9/26/13,98.1,76.67,"1,437.20"
9/25/13,93.57,77.05,"1,430.70"
9/24/13,86.2,76.89,"1,409.30"
9/23/13,86.36,77.28,"1,408.70"
9/22/13,84.99,77.06,"1,415.30"
9/21/13,84.32,77.41,"1,413.40"
9/20/13,84.81,77.77,"1,400.50"
9/19/13,85.58,77.69,"1,388.20"
9/18/13,86.73,77.66,"1,384.70"
9/17/13,86.71,78,"1,374.70"
9/16/13,86.94,78.22,"1,373.60"
9/15/13,87.48,78.57,"1,364.60"
9/14/13,89.03,78.61,"1,359.90"
9/13/13,90.54,78.46,"1,361.90"
9/12/13,90.86,78.25,"1,364.80"
9/11/13,90.77,77.64,"1,363.40"
9/10/13,92.19,78,"1,347.60"
9/9/13,89.34,78.03,"1,348.30"
9/8/13,85.64,78.04,"1,352.30"
9/7/13,87.33,77.75,"1,331.50"
9/6/13,86.19,77.16,"1,339.60"
9/5/13,87.87,77.07,"1,333.80"
9/4/13,89.11,77.73,"1,340.70"
9/3/13,88.86,78.13,"1,318.40"
9/2/13,90.86,77.73,"1,333.00"
9/1/13,91.38,77.9,"1,332.30"
8/31/13,91.54,78,"1,344.50"
8/30/13,91.4,78.05,"1,341.00"
8/29/13,91.86,78.21,"1,346.50"
8/28/13,91.11,78.82,"1,370.20"
8/27/13,89.25,78.64,"1,368.10"
8/26/13,88.03,78.96,"1,360.40"
8/25/13,88.38,79.34,"1,386.90"
8/24/13,90.3,79.16,"1,385.70"
8/23/13,89.38,79.19,"1,384.00"
8/22/13,91.55,80.03,"1,373.70"
8/21/13,91.38,80.85,"1,368.50"
8/20/13,89.84,80.88,"1,371.40"
8/19/13,91.12,81.01,"1,373.40"
8/18/13,91.49,80.79,"1,378.50"
8/17/13,91,80.26,"1,422.60"
8/16/13,91.51,79.44,"1,421.10"
8/15/13,90.48,79.13,"1,405.60"
8/14/13,89.82,79.03,"1,413.10"
8/13/13,88.81,79.52,"1,405.20"
8/12/13,88.02,79.8,"1,382.40"
8/11/13,87.7,80.36,"1,380.00"
8/10/13,88.62,80.37,"1,386.80"
8/9/13,88.28,80.5,"1,388.20"
8/8/13,88.61,80.5,"1,385.50"
8/7/13,87.79,80.73,"1,378.60"
8/6/13,88.37,80.72,"1,370.40"
8/5/13,88.28,80.63,"1,385.50"
8/4/13,88.69,80.37,"1,403.60"
8/3/13,89.38,80.18,"1,397.30"
8/2/13,89.19,80.26,"1,384.30"
8/1/13,88,79.37,"1,392.10"
7/31/13,86.75,79.28,"1,382.50"
7/30/13,84.11,80.07,"1,408.30"
7/29/13,85.73,80.07,"1,415.30"
7/28/13,83.76,80,"1,405.40"
7/27/13,83.86,79.86,"1,388.50"
7/26/13,81.25,79.57,"1,387.30"
7/25/13,81.74,79.38,"1,385.00"
7/24/13,81.51,80.3,"1,366.00"
7/23/13,81.85,80.71,"1,362.30"
7/22/13,80.44,81.19,"1,372.90"
7/21/13,82.34,80.83,"1,377.50"
7/20/13,84.86,80.36,"1,357.70"
7/19/13,84.88,79.87,"1,352.20"
7/18/13,87.81,79.87,"1,352.90"
7/17/13,87.81,79.68,"1,336.80"
7/16/13,86.72,78.68,"1,338.30"
7/15/13,87.06,78.5,"1,368.40"
7/14/13,86.85,78.62,"1,365.40"
7/13/13,86.49,79.08,"1,403.10"
7/12/13,84.69,79.21,"1,399.10"
7/11/13,83.9,78.52,"1,409.80"
7/10/13,82.95,78.08,"1,402.80"
7/9/13,81.43,78.22,"1,397.30"
7/8/13,82.18,77.63,"1,382.70"
7/7/13,81.94,77.44,"1,337.10"
7/6/13,82.55,77.03,"1,356.40"
7/5/13,82.52,76.55,"1,350.20"
7/4/13,81.69,75.88,"1,357.10"
7/3/13,80.56,76.48,"1,342.10"
7/2/13,81.77,76.72,"1,322.20"
7/1/13,79.49,77.3,"1,338.00"
6/30/13,83.08,77.27,"1,338.30"
6/29/13,81.25,77.31,"1,324.40"
6/28/13,82.69,78.15,"1,324.70"
6/27/13,83.01,77.71,"1,343.30"
6/26/13,81.67,77.1,"1,335.10"
6/25/13,82.21,77.47,"1,371.20"
6/24/13,82.66,77.42,"1,371.10"
6/23/13,81.67,77.17,"1,376.70"
6/22/13,83.23,78.18,"1,369.50"
6/21/13,82.82,76.93,"1,345.70"
6/20/13,81.47,77.04,"1,353.30"
6/19/13,81.58,76.65,"1,344.20"
6/18/13,79.97,77.07,"1,333.90"
6/17/13,77.86,77.36,"1,346.40"
6/16/13,76.18,77.44,"1,338.90"
6/15/13,76.52,77.33,"1,315.40"
6/14/13,76.49,77.39,"1,316.10"
6/13/13,75.18,77.39,"1,307.80"
6/12/13,74.71,77.75,"1,308.50"
6/11/13,73.52,78.45,"1,306.60"
6/10/13,74.86,78.09,"1,296.70"
6/9/13,73.66,78.72,"1,296.00"
6/8/13,74.57,78.69,"1,294.30"
6/7/13,76.02,79.01,"1,290.20"
6/6/13,76.8,79.34,"1,272.40"
6/5/13,77.19,79.39,"1,279.00"
6/4/13,76.45,80.01,"1,275.60"
6/3/13,74.25,79.83,"1,271.90"
6/2/13,74.67,80.44,"1,266.70"
6/1/13,74.09,81.33,"1,269.70"
5/31/13,74.6,81.4,"1,245.10"
5/30/13,75.02,81.24,"1,244.50"
5/29/13,73.91,81.49,"1,248.90"
5/28/13,71.92,81.08,"1,255.60"
5/27/13,74.7,81.91,"1,257.30"
5/26/13,75.17,82.7,"1,249.20"
5/25/13,73.36,82.67,"1,251.50"
5/24/13,72.52,82.58,"1,246.30"
5/23/13,71.63,82.82,"1,248.30"
5/22/13,73.1,82.04,"1,237.10"
5/21/13,73.46,82.1,"1,236.00"
5/20/13,74.43,82.46,"1,235.40"
5/19/13,75.42,82.52,"1,239.50"
5/18/13,75.77,83.2,"1,231.80"
5/17/13,75.24,83.16,"1,226.90"
5/16/13,75.39,82.92,"1,227.20"
5/15/13,75.74,82.93,"1,233.80"
5/14/13,78.02,83.26,"1,229.70"
5/13/13,80.25,83.15,"1,226.60"
5/12/13,81.48,83.12,"1,224.50"
5/11/13,80.7,83.06,"1,214.90"
5/10/13,82.01,82.45,"1,214.80"
5/9/13,82.47,82.22,"1,197.50"
5/8/13,82.55,82.23,"1,196.20"
5/7/13,81.34,82.53,"1,200.70"
5/6/13,78.95,82.95,"1,203.40"
5/5/13,78.36,82.64,"1,197.20"
5/4/13,76.99,82.29,"1,193.70"
5/3/13,77.5,80.8,"1,185.20"
5/2/13,78.98,80.71,"1,183.40"
5/1/13,78.98,80.41,"1,181.70"
4/30/13,79.3,80.83,"1,168.40"
4/29/13,76.56,80.89,"1,160.40"
4/28/13,77.44,80.6,"1,158.00"
4/27/13,76.54,80.94,"1,183.00"
4/26/13,76.01,81.54,"1,187.70"
4/25/13,76.62,81.64,"1,195.50"
4/24/13,77.04,82.18,"1,191.60"
4/23/13,77.15,82.19,"1,191.50"
4/22/13,74.95,82.09,"1,181.70"
4/21/13,76.09,82.46,"1,188.00"
4/20/13,75.44,82.59,"1,208.10"
4/19/13,74.07,83.39,"1,206.80"
4/18/13,71.98,82.75,"1,213.30"
4/17/13,72.14,82.51,"1,198.50"
4/16/13,72.95,82.49,"1,209.60"
4/15/13,75.63,82.56,"1,195.80"
4/14/13,75.94,83.43,"1,198.60"
4/13/13,78.25,83.64,"1,194.80"
4/12/13,78.86,84.2,"1,207.40"
4/11/13,76.51,83.95,"1,206.30"
4/10/13,76.35,83.82,"1,245.50"
4/9/13,77.21,83.82,"1,242.00"
4/8/13,77.82,84.08,"1,238.20"
4/7/13,77.18,84.61,"1,255.80"
4/6/13,76.79,84.43,"1,245.50"
4/5/13,77.67,84.72,"1,234.10"
4/4/13,76.94,86.02,"1,239.90"
4/3/13,75.12,86.03,"1,239.70"
4/2/13,73.78,85.65,"1,257.20"
4/1/13,75.48,85.31,"1,247.50"
3/31/13,74.38,85.73,"1,229.30"
3/30/13,71.99,85.74,"1,233.20"
3/29/13,71.44,86.11,"1,223.30"
3/28/13,71.51,85.93,"1,228.90"
3/27/13,74.61,85.7,"1,220.80"
3/26/13,72.86,85.69,"1,228.50"
3/25/13,72.58,86.08,"1,244.00"
3/24/13,73.97,85.98,"1,239.30"
3/23/13,74.55,86.51,"1,216.20"
3/22/13,71.51,87.51,"1,208.30"
3/21/13,68.75,87.17,"1,220.60"
3/20/13,70.21,87.9,"1,224.80"
